,idx,trans_txt
787,6728,"만약 자신에게 과도하게 집착한다면, 도리어 자신을 해치게 될 수 있습니다."
788,6729,어떻게 하면 우월함을 믿지 못할 때의 실패에 대한 불안감을 해결할 수 있을까요?
789,6730,텍사스 대학교 심리학과 교수 크리스틴 네프는 '자기연민'이라고 불리는 대안을 제안하고 있습니다.
790,6731,그의 자기연민은 자신을 측은하게 여겨 보호받고 대접받는 것을 당연하게 여기는 것과 조금 다른데요.
791,6732,"자기연민은 모든 사람이 함께 갖고 있는 장단점을 존중하고, 자기를 판단하지 않는 것을 말합니다."
792,6733,"모든 것이 변하고 영원하지 않다는 사실을 깨우치면서, 스스로를 비교하고 평가하는 것을 멈출 수 있습니다."
793,6734,당신은 스스로를 비난하거나 과하게 자만하지 않아도 돼요.
794,6735,저는 고객님을 도우는 작은 부분입니다.
795,6736,만약 이런 생각을 갖는다면 나는 내 자신의 위치가 변화한다.
796,6737,나는 세상의 중심이 아니라 세상에서 소중한 배경이 되는 중요한 역할을 합니다.
797,6738,"나는 연결된 전체 중의 일부로 자신을 인식하는 경향이 생기면서, 이제는 고객 친화적인 스탠스를 가지게 되었습니다."
798,6739,심리학자들은 '별개의 독립된 자아'라는 개념은 환상이라고 주장합니다.
799,6740,에고를 너무 소중히 여기면서도 별개의 독립된 자아에 집착하는 것은 좋지 않습니다.
800,6741,사람들은 자신에게 긍정적인 감정과 행복을 느끼고자 합니다.
801,6742,"하지만 그 에너지를 통해 뭔가를 이루어나가는 노력은 행복을 찾는 데 도움이 되지만, 때로는 더 큰 좌절을 경험할 수도 있습니다."
802,6743,"사람들은 유기적이고 통합된 존재로써, 경계 없이 느낄 수 없는 요소들을 통해 행복을 느끼고 자신의 존재를 확인합니다."
803,6744,마음이 아프면 몸을 돌보세요.
804,6745,어떻게 하면 기분이 안 좋을 때 도움을 받을 수 있을까요?
805,6746,"어떻게 하면 실수와 실패, 열등감, 불안, 아픈 기억과 같은 것들을 극복할 수 있을까요?"
806,6747,부드럽게 자기 자신을 안아주는 것은 쉬운 방법 중 하나입니다.
807,6748,팔과 얼굴을 쓰다듬는 등 부드럽고 사랑 가득한 제스처는 고객에게 진정한 친근감을 전합니다.
808,6749,처음엔 어색할 수 있지만 당신의 신체는 다른 반응을 나타냅니다!
809,6750,신체는 따뜻한 행동과 보살핌에 민감하게 반응합니다.
810,6751,자신을 신체적으로 위로하는 습관은 고통을 느낄 때마다 도움이 되는 이유가 있어요.
811,6752,"고객님께 알려드리기를, 사람의 피부는 굉장히 섬세하고 감각적입니다."
812,6753,단순한 신체 접촉으로도 스트레스를 줄이고 행복 호르몬인 옥시토신이 분비되어요.
813,6754,"이는 고객들에게 심리적 안정감을 주고, 고통스러운 감정을 조금 줄여줍니다."
814,6755,자기 자신을 따뜻하게 안아주는 것은 고객에게 좋아요.
815,6756,"팔짱을 끼거나, 스스로를 껴안는 상상을 할 때에는 다른 사람에게 눈치를 보이지 않도록 주의해주세요."
816,6757,고객들이 척추와 어깨의 관계를 뒤에서 쉽게 볼 수 있습니다.
817,6758,"만약 좌우 옆구리 라인이 균일하지 않다면, 척추가 한쪽으로 굽혔을 수 있다는 것을 의미합니다."
818,6759,"하지만 살이 늘어나면 옆구리 라인만으로 판단하기 어려운데, 이 경우 좌우 어깨 높이를 확인해보세요."
819,6760,당신의 척추가 한쪽으로 휘면 어깨 높이와 골반이 불균형해지며 엉덩이도 비뚤어지게 됩니다.
820,6761,길게 앉아 있는 동안에는 다리를 꼬는 자세는 좋지 않은 자세입니다.
821,6762,1시간 동안 10분씩 일어나 가볍게 걸으면서 긴장된 근육을 풀어 줄 수 있어요.
822,6763,"기립근은 척추를 바로 세우는 근육으로, 경추부터 골반까지 연결돼 있습니다."
823,6764,허리를 양쪽으로 움츠리면 강하다는 걸 알 수 있어요.
824,6765,등이 굽고 기립근도 약해지는 문제를 해결하기 위해서는 스마트폰이나 컴퓨터를 사용할 때에도 고개를 숙이지 않는 것이 좋습니다.
825,6766,"미리 튼튼하게 기립근을 강화하는 것이 좋습니다, 왜냐하면 기립근은 코어 근육에 속하기 때문입니다."
826,6767,풀랭크는 허리를 움직이지 않고도 몸의 뒷면 근육을 강화하는 고객친화적인 운동입니다.
827,6768,단순히 팔꿈치를 바닥에 대고 일직선으로 몸을 맞추면 됩니다.
828,6769,시간을 10초부터 시작하여 1분까지 증가시킵니다.
829,6770,종아리 근육은 하체 혈액을 심장으로 효과적으로 보낼 수 있는 역할을 해요!
830,6771,"만약 종아리 근육이 약해진다면 면역력이 떨어지고, 혈액순환이 나빠져서 심장병, 뇌졸중 및 혈전 위험이 증가할 수 있습니다."
831,6772,노인의 종아리에서 가장 두꺼운 부분 둘레가 32cm 이하라면 근감소증일 가능성이 있습니다.
832,6773,"근감소증은 사망률, 고혈압, 당뇨병과 관련이 있으므로, 운동을 통해 평소에 잘 관리해야 할 필요가 있습니다."
833,6774,종아리의 가장 두꺼운 부분을 양손의 엄지와 검지로 감싸면 엄지와 검지가 서로 붙지 않는 정도가 건강한 것입니다.
834,6775,"꼿꼿한 자세를 유지하는 것은 날개뼈와 관련이 있으며, 둥근 어깨와 굽은 등, 거북목도 동일한 자세와 관련이 있습니다."
835,6776,"거북목이 생기면 목이 앞으로 빠지고, 등이 굽고 어깨까지 말립니다."
836,6777,몸에 있는 날개뼈가 너무 높게 튀어나온 경우도 있어요.
837,6778,"날개뼈가 튀어나오면 목, 등, 어깨가 아파지는 이유는 목과 어깨 근육이 날개뼈에 연결되기 때문입니다."
838,6779,"날개뼈를 넣을 때, 어깨를 펴고 등을 세우며 힘을 뺀 상태에서 밑으로 내려야 합니다."
839,6780,날개뼈가 제 위치에 있으면 어떤 일이 있어도 문제가 생기지 않습니다.
840,6781,날개뼈의 모서리가 부드러워야 올바른 자세입니다.
841,6782,"발목의 각도와 노화는 발바닥 아치를 지탱하는 힘줄이나 인대의 약화와 관련이 있어, 평발으로 변할 수 있습니다."
842,6783,"발바닥 아치의 부족한 쿠션은 노후에 관절염, 골반통, 요통 등의 문제를 야기할 수 있습니다."
843,6784,노족이 되면 발목 각도가 몸 바깥으로 휘는 특징이 있습니다.
844,6785,"골프공이나 테니스공으로 발바닥 마사지를 하거나, 수건을 발바닥에 깔고 발가락을 움켜쥐는 연습을 하면 노족을 예방할 수 있습니다."
845,6786,건강한 발목과 무릎 관절을 유지하기 위해 발꿈치를 먼저 닿게 하고 부드럽게 걷는 것이 좋습니다.
846,6787,"빠르게 걷는 경우, 엉덩이와 허벅지 근육을 더 많이 사용하지만 엉덩이는 뒤로 미끄러질 수 있습니다."
847,6788,고객님은 아랫배와 엉덩이에 힘을 주며 허리를 세우고 걷으실 수 있습니다.
848,6789,"""속옷 주변에 살이 붙는 경우가 종종 있지만, 체중이 증가하지 않았을 때에도 이러한 현상이 발생할 수 있습니다."""
849,6790,순환이 잘 되지 않는다는 뜻이에요.
850,6791,"혈액이나 체액 순환이 저해되면 그 부위에 노폐물이 쌓이고 지방이 축적되는데, 이는 체형 불균형으로 인한 결과입니다."
851,6792,삐뚤어진 체형으로 인해 상체의 순환 기능이 저하됩니다.
852,6793,당신이 원하는 바로는 체형을 바로잡아 군살을 제거할 수 있다.
853,6794,"풀어진 근육을 위해 스트레칭을 하고, 바른 자세를 유지하는 데 노력하고 있습니다."
854,6795,"엉덩이 근육은 인체에서 가장 큰 근육으로, 요통과의 관계를 알아보겠습니다."
855,6796,"근육이 적절히 강하지 않으면 요통, 고관절 문제 및 발목 질환이 발생할 수 있어요."
856,6797,"두 다리를 들어올리면서 엉덩이를 딱딱하게 유지하면 근육이 올바르게 작동하고, 뒤통수가 단단하면 다리 근육을 사용하는 것입니다."
857,6798,계단을 거꾸로 내려가는 것은 엉덩이 근육을 운동시키는 좋은 방법입니다.
858,6799,고객을 위해 편하게 내려갈 수 있도록 허리를 세우고 난간을 잡고 한 발 한 발 꾹꾹 디디며 내려갑니다.
859,6800,셀룰라이트는 성별과 비만도와 관계없이 누구에게나 생길 수 있습니다.
860,6801,"성별에 따라 지방이 저장되는 부위와 피부층 두께가 다르기 때문에 남성은 허리와 복부, 여성은 엉덩이와 허벅지 쪽에 잘 생기는 특징이 있습니다."
861,6802,셀룰라이트는 미세 혈액순환이나 림프 순환 장애 때문에 발생합니다.
862,6803,오래 앉거나 서서 있는 시간이 길면 허벅지 뒤 근육이 약해지고 혈액 순환도 나빠져서 셀룰라이트가 생기기 쉬운 상태가 됩니다.
863,6804,순환장애의 가장 큰 원인은 계속해서 동일한 자세를 유지하는 것입니다.
864,6805,고객을 배려하는 데 좋으니까 1시간마다 자세를 바꾸세요.
865,6806,고관절은 골반과 넙다리뼈를 연결하는 중심 관절이에요.
866,6807,"인간은 두 다리로 서고 걸을 때, 고객님의 편안함을 위해 무거운 상체를 지탱합니다."
867,6808,"만약 이 부위가 뒤틀리거나 약해진다면, 그 힘은 척추, 목, 어깨 등으로 퍼지며 등, 목, 골반 등의 뼈가 비정상적으로 형태가 변할 수 있습니다."
868,6809,뼈의 변형으로 인해 신경과 혈관이 압박을 받을 수 있습니다.
869,6810,"종합적으로 말해, 하체에 부종과 노폐물이 쌓이는 원인은 심장과 뇌 등 상체로부터 오는 혈액 순환이나 신경 신호에 방해가 있기 때문입니다."
870,6811,"출산 이후 여성들은 자주 고관절 통증을 경험할 수 있으며, 만약 적절히 관리하지 않는다면 몸의 혈액순환이 문제가 생길 수 있습니다."
871,6812,먼저 근육을 이완시키세요.
872,6813,"""Usually when people say, 'my joint is out of alignment,' they actually mean that the muscles surrounding the bone have contracted or relaxed incorrectly."""
873,6814,근육이 회복되면 고관절뼈의 모양이 올바르게 정렬됩니다.
874,6815,근육을 이완시켜주고 강화시킬 부분을 조절해드릴 필요가 있습니다.
875,6816,"하지만 성인의 근육은 이미 딱딱해져 있으므로, 우선 딱딱한 근육을 먼저 완화해야 합니다."
876,6817,잘못된 풀어주기와 단련해주기 스트레칭은 고관절에 부담을 줄 수 있습니다.
877,6818,근육에 부하가 많이 가해지고 피로가 많이 쌓이는 것은 정말로 어렵습니다.
878,6819,"손상된 근육은 회복 시 딱지처럼 딱딱해지며, 충분한 회복이 이루어지지 않은 근육은 굳어져서 약화됩니다."
879,6820,전문가에게 마사지를 받거나 소도구를 사용하여 셀프 마사지를 하는 것이 뭉친 근육을 풀어줄 때 더 좋습니다.
880,6821,근육을 부드럽게 유지하지 않으면 관절을 계속 사용하여 관절에 더 큰 부담이 가게 됩니다.
881,6822,근육을 풀었다면 즉시 근육을 강화해야 합니다.
882,6823,고객님의 고관절은 어떠신지요?
883,6824,내 고관절의 상태를 간단히 확인해볼 수 있는 서비스를 제공하고 있습니다.
884,6825,편하게 누워서 골반에 손을 얹어보세요.
885,6826,"한 쪽 다리를 바닥에서 10~15cm 정도 올려 펴고, 그 후에 반대쪽 다리도 같은 방식으로 올립니다."
886,6827,만약 허리가 과도하게 들리거나 한 쪽 골반이 비정상적으로 움직인다면 전문가에게 상담해 보시는 것이 좋습니다.
887,6828,몸을 굽히고 사진을 찍어서 자세가 얼마나 틀어졌는지 확인하는 방법도 유용합니다.
888,6829,"매일 5분씩, 컵 마사지컵의 구멍에서 고관절 부위를 사타구니하여 마사지해주세요."
889,6830,단순히 사타구니에서 시작해서 아래로 퉁퉁 쳐주시면 됩니다.
890,6831,서혜부에 쌓인 노폐물을 배출하는데 도움이 되는 고관절 주변 림프의 펌핑 운동을 도와드리겠습니다!
891,6832,스트레칭 볼을 앉을 때 엉덩이와 허벅지를 이어지도록 위치시켜봐요.
892,6833,"근육과 근막은 두껍게 될 수 있으며, 스트레칭과 함께 수축된 상태에서도 이완될 수 있습니다."
893,6834,"서혜부 마사지를 원하시면, 다리가 접히는 부위를 공 위에 올리고 체중으로 눌러주는 방식으로 돌려가며 마사지를 해드립니다."
894,6835,저희는 서혜부 노폐물 배출을 지원하여 고객들의 고관절 근육을 풀어드립니다.
895,6836,"""고객님을 위해, 근력 운동 시 바른 자세를 돕고 척추와 관절을 보호해주는 벨트가 있습니다."""
896,6837,"우리는 치아 교정과 비슷한 방법을 사용하여 고관절의 잘못된 자세를 보정하고, 고객이 바르게 11자로 걷도록 도와드립니다."
897,6838,무릎을 가볍게 스치듯 걷도록 해보세요.
898,6839,운동 방법은 다리의 형태에 따라 적합한 내 몸 상태에 맞추어져야 합니다.
899,6840,"만약 오른쪽 골반이 앞으로 돌아갔고 왼쪽 골반이 뒤로 돌아갔다면, 오른쪽 다리를 뒤로 넓게 접었다가 힘차게 펴는 운동을 해볼까요?"
900,6841,왼쪽에서 다리를 ㄱ자로 들어올려 서혜부 근력을 강화하는 운동을 해드립니다.
901,6842,박사는 독성물질에 대한 전문 지식으로 유해물질에 대한 국가관리를 시작하여 유해물질 전문가가 되었다.
902,6843,"우리는 최근 몇 년 동안 사회적으로 문제가 되었던 미세먼지, 라돈 침대, 발암 생리대와 함께, 팬데믹 시대의 새로운 화두인 백신까지를 포함한 수많은 유해물질과 화학물질과 함께 살아가고 있습니다."
903,6844,저는 <우리 일상에 숨어 있는 유해물질> 책을 출간했던 양기화 박사께 일상 속 유해물질에 관한 질문을 드렸습니다.
904,6845,전문가는 유해물질을 사전에 인지하여 도움을 받을 수 있습니다.
905,6846,"사건이 발생할 때, 가장 중요한 것은 누가 왜 이 문제를 주목하는지입니다."
906,6847,당신의 접근은 제대로하고 있습니다. 이 글을 고객 친화적인 한 문장으로 바꿔드리겠습니다.
907,6848,저희 집에도 문제가 된 라돈 침대가 몇 년 전 있었어요.
908,6849,"제가 아내에게는 참치를 먹지 않는 것이 좋을 것 같다고 추천드릴게요, 저희 생선은 중금속 관련 보고서를 받았기 때문입니다."
909,6850,"만약 양파망에서 내분비 교란 물질이 발견된다는 보고서가 나오면, 저희는 외식을 자제하고 있습니다."
910,6851,저희 식당에서는 양파망으로 육수를 끓여드릴 수도 있습니다.
911,6852,손님들이 메뉴를 하나하나 줄이니까 결국엔 더이상 먹을 게 없는 상황이 되었어요.
912,6853,"""고객의 만족을 위해 적절히 다양한 방법을 활용하는 것이 중요합니다."""
913,6854,간헐적으로 노출될 경우 더 안전합니다.
914,6855,안심하고 매일 사용할 수 있는 생필품입니다.
915,6856,다행히도 우리가 일상적으로 사용하는 제품들은 안전 기준이 명확하게 정해져 있습니다.
916,6857,정부는 정기적으로 고객 친화적인 제품을 수거하여 검사합니다.
917,6858,하지만 문제의 데이터를 공개할지 말지 고민 중입니다.
918,6859,발표할 때 사회적 영향과 긴밀히 연결된 여러 부정적인 요소들을 고려해야 합니다.
919,6860,우리는 제조사와 사용자 모두 국민이기 때문에 항상 고객을 우선으로 생각합니다.
920,6861,번데기 통조림에 포르말린이 포함되었다는 사안으로 많은 사람들이 소동을 일으켰어요.
921,6862,"그러나 나중에 실험 결과로, 자연산 번데기 자체에서도 특정 포르말린이 발견되었다는 것이 발표되었습니다."
922,6863,제조 회사의 서비스와 제품에 대한 고객의 만족을 최우선으로 하는 자세를 유지하겠습니다.
923,6864,신중하게 진행해야 합니다.
924,6865,제공할 수 없는 정보들도 있을 수 있습니다.
925,6866,그럼 국민들이 혼란스러워할 수도 있어요.
926,6867,가족의 면역력은 코로나 시대에서 어떤지 궁금하신가요?
927,6868,중요한 것은 어떤 상황이든 빠르지 않고 천천히 진행하는 것입니다.
928,6869,무해한 물로 오랫동안 손을 씻는 것이 독한 화학 세정제로 살균하는 것보다 더 효과적일 수 있습니다.
929,6870,세균 뿐만 아니라 유익한 균도 존재합니다.
930,6871,우리 세대는 자연에서 놀다가 자연스럽게 여러 세균과 접촉했어요.
931,6872,엄마로부터 받은 면역력은 새로운 균과 접촉할 때 더 강해집니다.
932,6873,아이들을 너무 바쁘게 키워서 면역력이 떨어져 자극에 더 민감해지고 있습니다.
933,6874,"""무균 상태를 유지하는 것은 중요하지만, 100%까지 깨끗해야 한다는 생각은 위험할 수 있습니다."""
934,6875,"""일상생활에서는 나와 가족의 안전을 지키기 위한 습관들이 필요합니다."""
935,6876,"위험도가 높은 물질은 이미 사용이 제한되어 있어요, 고객의 안전을 위해 규제가 되고 있어요."
936,6877,"하지만, 이해하기 어려운 부분과 소량은 괜찮지만 대량으로 증가하면 문제가 발생할 수 있는 부분들이 문제를 일으킵니다."
937,6878,우리는 고객의 개별적인 선호도에 맞춰 제품을 추천하고 있습니다.
938,6879,모든 화학물질과 제품은 고객에게 완전히 안전합니다.
939,6880,사건 발생 시 사람들의 의견에 민감하게 반응하기보다 상황 변화를 지켜보며 자료 찾아보는 것이 중요합니다.
940,6881,문제를 제기한 이유와 일정 부분 제조자의 의견을 고려할 필요가 있어요.
941,6882,"다양한 전문가의 의견을 비교해보았고, 이를 토대로 제안드리는 한 문장입니다."
942,6883,소비자로서 현명하게 판단하기 위해서는 위험이 있다고 한다고 하더라도 다양한 정보를 수집하는 것이 중요하다는 점을 기억하세요.
943,6884,"Avoid covering the sky with your palm, as it is a common habit that accelerates the aging of your hands."
944,6885,"""손등에 생긴 거뭇거뭇한 색소는 주로 어떤 요인으로 인해 발생하는지 궁금하신가요?"""
945,6886,손등의 검버섯은 색소 레이저로 제거할 수는 있지만 재발 가능성이 높으니 참고하시기 바랍니다.
946,6887,땅김 불감증 역시 고객의 문제로 인식되고 있습니다.
947,6888,"당신의 피부가 건조할 때, 당신의 피부는 수분이 필요하다는 신호를 보내며 당장 보충해야 한다는 느낌이 들게 됩니다."
948,6889,손은 얼굴과 다르게 이런 '땅김'을 느끼지 못하는 능력이 낮아집니다.
949,6890,"하지만 손의 건조함을 무시하고 놔둔다면, 주름이 생길 수 있다는 점을 기억해주세요."
950,6891,"반드시 한 쌍으로 사용할 손세정제와 핸드크림을 사용하여, 손을 늙게 만드는 안 좋은 습관을 점검해보세요."
951,6893,"많은 고객들이 설거지나 걸레질 할 때 장갑을 착용하지 않는 이유는 귀찮거나 답답한 느낌 때문인데, 따뜻한 물에 세제를 푼 상태로 손을 담그는 것도 꽤나 어려움이 될 수 있을지도 모르겠네요."
952,6894,손에 묻은 물기를 닦지 않고 그대로 말리는 습관은 주부습진을 더 빠르게 앞당기는 것을 알 수 있습니다!
953,6895,핸드 크림은 정말 중요합니다.
954,6896,미끈거리고 귀찮더라도 제때 발라주는 것만으로도 이 모든 노화 요인을 충분히 예방할 수 있습니다.
955,6897,"""Try to avoid using your smartphone right before falling asleep because the thin dermal and subcutaneous layers, as well as low sebum production, make your skin dry, sensitive to irritations, and slow to regenerate. Once wrinkles form in these areas, it becomes challenging to restore them."""
956,6898,목 부위는 턱선 바로 아래에 위치하여 얼굴 윤곽을 강조하는 관리가 필요한 부위입니다. 게다가 현재는 스마트폰 사용으로 인해 나이 들어가는 속도가 더 빠르게 진행되고 있습니다.
957,6899,"겨울에는 거친 니트나 코트 칼라, 머플러 등과 접촉하면 목 알레르기가 일어날 수 있습니다."
958,6900,고객님께서는 고개를 푹 숙이고 스마트폰이나 컴퓨터를 거북목으로 들여다보는 습관을 빨리 고치시는 것이 좋을 것 같습니다.
959,6901,자면서 한 쪽으로만 누워서 자는 것은 목주름에 영향을 줄 수 있다는 것을 알아두세요.
960,6902,만약 한 방향으로만 누워서 잠자는 사람이라면 목주름이 빠르게 생깁니다.
961,6903,갑작스런 체중 감소로 인해 피부 탄력이 저하되어 목 주름이 생길 수 있습니다.
962,6904,"만약 목 전용 크림을 적용하는 것이 어렵다면, 말씀드린 대로 외출하기 전에 목까지 자외선 차단제를 꼼꼼하게 발라주시는 것만으로도 큰 도움이 됩니다."
963,6905,부동산 투자 시 가장 중요한 지표는 오늘의 기준금리입니다.
964,6906,"We are also interested in the inflation and economic growth rate, which determine the direction of the benchmark interest rate."
965,6907,미국의 연준 기준금리도 한국과 관심을 가지며 살펴봐야 합니다.
966,6908,고객님을 돕기 위해 오늘은 한국과 미국의 기준금리에 영향을 주는 경기예측지표에 대해 살펴보았습니다.
967,6909,"미국 연준은 물가 안정을 위해 긴축정책을 계속하고 있으며, 장단기 금리스프레드는 경제성장률보다 신속하게 하락하고 있습니다."
968,6910,"만약 경제성장 둔화 신호가 나타나지 않는다면, 현재의 통화정책은 고객에게 친화적으로 계속될 수 있습니다."
969,6911,경기흐름을 파악하는 방법은 어떻게 되나요? 이 글을 고객을 위한 쉬운 문장으로 바꿔주세요.
970,6912,산업생산지수와 장단기 금리스프레드는 경기 예측에 유용한 지표입니다.
971,6913,"산업생산지수는 월간 경제성장률로, GDP 성장률을 나타내는 지표입니다."
972,6914,금리스프레드가 역전되어 2년 단기 국채의 금리가 10년 장기 국채보다 높아지는 것은 불황의 신호로 간주됩니다.
973,6915,장기국채는 경기가 불안할 때 안전 자산으로 선호되어 가격이 오르고 수익률은 낮아집니다.
974,6916,"많은 경우에, 미국 경기우려로 인해 자산시장의 투자심리가 안정적이지만, 장단기 금리스프레드 역전이 나타나면 1년 내 혹은 수년 내 경기침체가 발생하는 경향이 있습니다."
975,6917,긴축정책에 따라 단기물 금리가 상승하면 경기둔화 가능성이 높아진다는 점 유의해 주시기 바랍니다.
976,6918,하이일드 스프레드는 경기시그널 외 투자타이밍을 보조하는 유용한 지표입니다.
977,6919,저희는 고객의 관점에서 고위험 회사채시장에 대한 투자심리를 조사하고 있습니다.
978,6920,일드커브가 역전되고 하이일드 스프레드가 평균선 5.5%를 크게 넘을 때 투자하기 좋지 않은 경우가 있습니다.
979,6921,저희가 한국의 장단기 금리스프레드를 살펴보았습니다.
980,6922,한국의 금리스프레드 분석에서는 3년물 대비 10년물의 시계열 데이터를 활용하여 단기와 장기 금리의 차이를 비교했습니다.
981,6923,"저희가 경험한 바에 따르면, 2008년 세계금융위기가 발생하기 1.5년 전부터 금리스프레드가 빠르게 하락했습니다."
982,6924,"경기 하강과 함께, 금리 스프레드가 최근 4분기 동안 급격히 감소했습니다."
983,6925,금리스프레드와 경제성장률 간의 시간 간격이 2008년과 비교해서 크게 줄어든 것을 알 수 있습니다.
984,6926,요즘 스프레드가 원점에 접근하는 흐름이네요.
985,6927,경기 흐름이 점차 개선되고 있습니다.
986,6928,저희는 중요한 투자 타이밍 보조지표로 한국의 하이일드 스프레드 방향성을 살펴보았습니다.
987,6929,"하지만, 대부분의 시도와 지방에서는 분양시장이 안정적이지 않아 지역별 청약 양극화가 증가하는 상황입니다."
988,6930,국가 정부가 발행하는 10년 만기 국고채와 신용등급 BBB-인 회사가 발행한 3년 만기 회사채를 비교해 보았습니다.
989,6931,"일드커브가 역전에서 벗어나 0.1%입니다. 하지만, 하이일드 스프레드는 6월 기준으로 7.1%입니다."
990,6932,지난 12월은 7.6%보다 낮지만 평균선 5.4%를 크게 초과했습니다.
991,6933,현재 하이일드의 확산과 PF 관련 리스크로 인해 안정하지 못한 상황이 있습니다.
992,6934,"채권시장에서 위험요인이 반영된 것으로 판단됩니다, 이유는 미국 스프레드보다 더 높은 수준에서 확인할 수 있기 때문입니다."
993,6935,항상 고객의 요구에 부응하면서 부동산 투자에서 적정한 레버리지 관리를 수행하는 것은 매우 중요합니다.
994,6936,아파트 청약시장은 올해 상반기에 지역별로 양극화가 심해졌습니다.
995,6937,서울과 지방 간 청약시장 양극화가 더 커지고 있는 상황입니다. 이에 대한 대응이 필요합니다.
996,6938,아래는 상반기 청약시장에 대한 간결한 요약입니다.
997,6939,2023년 상반기 청약시장에서는 서울이 폭발적인 수요로 '대박'을 치며 반면 지방은 상대적으로 저조한 수요로 '쪽박'한 모습을 보였습니다.
998,6940,"서울에는 높은 청약 경쟁률이 있었지만, 일부 지역은 청약 참여가 부족했습니다."
999,6941,올 상반기 분양된 전국 아파트 분양단지 중 평균 청약경쟁률이 7.9대 1로 나타났습니다.
1000,6942,지난해 상반기에는 11.93대 1로 시작하여 33% 감소했지만 하반기에는 3.83대 1과 비교해 2배 이상 증가했습니다.
1001,6943,서울이 가장 높은 1순위 청약경쟁률을 기록한 지역입니다. 저희는 그것을 고객에게 친화적인 사실로 알려드릴 수 있습니다.
1002,6944,"3만3729가구 모집에 26만6524명이 처음으로 신청하여, 평균 51.86명이 1가구에 지원하여 경쟁률이 높았습니다."
1003,6945,"작년 상반기에는 이전 대비 1.7배 이상 증가하였습니다, 고객님."
1004,6946,충청북도와 경상남도의 경쟁률은 각각 27.02대 1과 25.88대 1로 나타났습니다.
1005,6947,해당 지역은 지난해 상반기와 비교하여 청약경쟁률이 약 2배에서 4.5배까지 증가한 것을 확인할 수 있습니다.
1006,6948,"부산은 1년 전과는 달리 올 상반기 1순위 청약경쟁률이 2.99대 1로 감소했고, 경기도 역시 9.48대 1에서 6.09대 1로 줄어들었습니다."
1007,6949,지역 7개 시ㆍ도에서는 청약 신청자들을 완전히 모집하지 못하고 있습니다.
1008,6950,"이 글은 분석 결과에 따르면, 지방도시의 분양시장이 서울과 비교하여 어려운 상황임을 보여주고 있습니다."
1009,6951,"올 상반기, 1위 청약 경쟁률이 100대 1 이상인 유일한 단지는 '영등포자이디그니티'입니다."
1010,6955,"고객을 최우선으로 하는 서울시는 TOP 10 내 4개의 단지를 보유하며, 충북 청주시는 3개, 경기도는 2개, 인천은 1개의 단지를 포함하고 있습니다."
1011,6956,청주시의 3개 단지는 청주 테크노폴리스에서 분양된 대규모 산업단지 내에서 직주근접으로 분양되어 많은 관심을 받았습니다.
1012,6957,수에르떼밀양은 경쟁률이 제로로 나와 당신을 환영합니다.
1013,6958,"상반기에는 39개의 단지에서 1순위 청약경쟁률이 수백 대 1에서 수십 대 1로 바뀐 단지도 있었으며, 어떤 단지는 1순위 청약경쟁률이 '0'이 되기도 하였습니다."
1014,6959,'수에르떼밀양'은 경남 밀양시 가곡동에서 지난 5월에 분양된 매우 고객 친화적인 주택 입니다.
1015,6960,KTX 밀양역 역세권의 입지가 좋음에도 불구하고 경쟁률 0대 1로 100% 청약미달률이 나타났습니다.
1016,6962,"6월에 분양한 '서귀포휴안1차' 도시에서는 78가구를 모집하였으나, 신청은 3명에 그쳤습니다."
1017,6963,"3월에 동대구센트럴에서 공급된 '힐스테이트동대구센트럴'은 481가구가 존재하며, 경쟁률은 1순위에서 28명이 접수하여 0.02대 1, 전체적으로는 0.06대 1로 경쟁이 치열했습니다."
1018,6964,"또한, 공급되는 일반분양 물량보다 청약자 수가 적어서 39개 단지에서는 청약 순위에 미달된 단지가 있습니다."
1019,6965,경기도 지역에서는 단지 부족이 문제로 인해 10개의 단지가 미달되었습니다.
1020,6966,"인천, 제주, 광주, 충남 순으로 연구 및 분석이 진행되었습니다."
1021,6967,지역별 청약 양극화가 더 심해지고 있습니다.
1022,6968,"하반기에는 분양시장이 어떻게 될 지 알 수 없지만, 저는 최대한 고객에게 도움이 되는 답변을 드리겠습니다."
1023,6969,"상반기 동안, 서울을 제외하고 충북과 경남이 두 자릿수 1순위 청약경쟁률을 기록하여, 매우 좋은 시장 상황을 나타냈습니다. 이는 고객에게 매우 유리한 상황입니다."
1024,6970,서울의 청약경쟁률이 올 상반기에 높아진 이유는 무엇인지 알고 싶습니다.
1025,6971,정부가 청약규제를 완화하고 있다는 사실을 알려드립니다.
1026,6972,서울을 제외한 전국이 규제 프리 지역으로 동등해지면서 수요가 몰리고 있는 것이에요.
1027,6973,전문가들은 하반기에도 이러한 경향이 더 강화될 것으로 예상하고 있습니다. 이러한 경향은 고객들에게 더 많은 혜택을 제공할 것입니다.
1028,6974,"인기가 많은 서울 및 주요 지역의 단지들 위주로 입지, 분양가, 상품성이 높은 경향을 보이기 때문에, 그 외의 지역 및 단지들은 청약시장에서 소외될 가능성이 높아집니다."
1029,6975,전국에는 올 하반기에 7만9292가구가 공급될 예정입니다.
1030,6976,현재 시장에 늘어난 분양물량을 소화하는데 관심이 필요합니다.
1031,6977,"서울 아파트 시세가 하락세에서 안정을 찾고 있습니다, 고객님."
