,idx,txt,trans_txt
5506,5608,"매일 먹는 영양제는 종합비타민제와 오메가3, 유산균 제제, 비타민 D, 미네랄 제제가 기본이다.","The essential daily supplements include a multivitamin, omega-3, probiotics, vitamin D, and mineral supplements."
5507,5609,음식에 포함되지 않는 특히 ‘어디에 좋다’는 식의 특정 성분이 다량 농축된 영양제를 매일 섭취하는 것은 몸에 부담을 줄 뿐이다.,"일일 섭취하는 영양제에는 음식에 없는 특정 성분이 많이 담겨있지만, 이는 몸에 부담을 줄 수 있습니다."
5508,5610,비타민 E가 천연인지 확인할 것비타민 E의 경우 천연이 합성보다 좋다는 의학적 증거가 있다.,"""천연 비타민 E는 합성된 비타민 E보다 의학적으로 더 좋다는 증거가 있습니다."""
5509,5611,"천연은 제품 라벨에 D알파토코페롤 혹은 혼합토코페롤로 표시되고, 합성은 DL알파토코페롤로 적혀 있다.","천연 제품은 D-알파토코페롤 또는 혼합 토코페롤로 표시되며, 합성 제품은 DL-알파토코페롤로 표시됩니다."
5510,5612,비타민 E를 제외한 나머지 비타민은 효능이나 안전성 면에서 천연과 합성의 차이가 없다.,모든 비타민은 비타민 E를 제외하고는 효능과 안전성 면에서 천연과 합성의 차이가 없습니다.
5511,5613,활성비타민은 꼭 필요한 경우에만피로 회복을 위해 섭취하는 활성비타민은 빠른 효능을 자랑한다.,활성 비타민은 필요할 때만 섭취하여 효과적으로 피로 회복을 도와줍니다.
5512,5614,이는 분자구조를 변형시켜 체내에서 보다 흡수가 용이하도록 만들어졌기 때문.,이 것은 체내에서 더 잘 흡수될 수 있도록 분자 구조를 변경한 것입니다.
5513,5615,대표적으로 티아민을 들 수 있다.,티아민은 대표적인 예시입니다. (One possible way to rephrase the sentence.)
5514,5616,"광고에서 한번쯤 들어봤던 ‘벤포티아민’, ‘푸르설티아민’, ‘비스벤티아민’이라고 적힌 제품은 활성형 제품이다.","""제품 중에는 '벤포티아민', '푸르설티아민', '비스벤티아민'이라는 이름의 활성제가 있는데요, 이 제품들은 많은 광고를 통해 소개되었습니다."""
5515,5617,활성비타민을 매일 섭취하는 것은 체내에서 자연스럽게 이뤄져야 할 신진대사 스위치를 꺼버리는 행위와 다름없다.,매일 활성 비타민을 섭취하는 것은 체내에서 자연스럽게 일어나야 하는 신진대사 스위치를 끄는 행위와 같습니다.
5516,5618,피로 회복을 영양제로 해결하려 들기보단 생활 습관부터 점검하는 것이 먼저다.▶,먼저 생활 습관부터 점검해보는 것이 피로 회복에 더 도움이 됩니다.
5517,5619,골든라이프X 연관 기사 보기영양제도 제짝이 있다,영양제에도 제품 커플링이 있습니다.
5518,5620,오메가3 + 코엔자임 Q10불포화지방산인 오메가3와 혈압 조절 효능이 있는 코엔자임 Q10을 함께 섭취하면 콜레스테롤 수치를 감소시킨다.,오메가3와 코엔자임 Q10을 함께 섭취하면 콜레스테롤 수치를 낮출 수 있어요.
5519,5621,철분 + 비타민 C철분제는 오렌지주스 등 비타민 C가 많이 함유된 음료와 함께 먹으면 비타민 C가 철분을 체내에 흡수되기 좋은 형태로 바꿔 흡수율을 높인다.,"철분과 비타민 C를 함께 섭취하면 철분이 체내에서 잘 흡수되는데, 오렌지주스 등 비타민 C가 많이 들어있는 음료를 함께 마시면 효과가 더 좋아집니다."
5520,5622,오메가3 +비타민 E항산화 효과가 높은 비타민 E 성분은 불포화지방산인 오메가3의 산화를 막는다.,비타민 E는 오메가3의 산화를 막아주어 항산화 효과가 높습니다.
5521,5623,때문에 두 성분을 따로 섭취하기보단 함께 들어 있는 복합제제를 섭취하는 것이 효과적이다.?,섭취하는 데 있어서 효과적인 방법은 복합제제를 함께 섭취하는 것입니다.
5522,5624,프로바이오틱스 + 식이섬유식이섬유는 프로바이오틱스의 훌륭한 먹이다.,프로바이오틱스와 식이섬유는 고객들에게 훌륭한 영양 보충먹이입니다.
5523,5625,때문에 장 건강에 도움을 주는 프로바이오틱스를 활성화시키기 위해선 두 영양제를 함께 먹는 것이 좋다.,프로바이오틱스의 장 건강 개선 효과를 극대화하기 위해서는 두 영양제를 함께 섭취하는 것이 좋습니다.
5524,5626,공복에 충분한 물과 함께 복용하는 것을 추천.,충분한 물과 함께 공복 상태에서 복용하는 것이 좋을 것 같습니다.
5525,5627,칼슘 + 철분칼슘과 철분은 체내 흡수되는 통로가 같아 한꺼번에 복용하면 철분이 칼슘의 흡수를 방해한다.,칼슘과 철분 칼슘을 동시에 복용하면 철분이 칼슘의 흡수를 방해하는 것을 알려드립니다.
5526,5628,"철분은 식사 전 공복에, 칼슘은 식사 후에 복용하는 것이 좋다.","식사 전에 철분을 공복 상태로 복용하시고, 식사 후에 칼슘을 복용하시는 것이 좋습니다."
5527,5629,오메가3 + 혈액응고억제제협심증이나 심근경색 치료 시 먹는 아스피린이나 와파린과 같은 혈액응고억제제는 오메가3와 만나면 혈액이 지나치게 묽어질 수 있어 함께 섭취하지 않는 것이 바람직하다.,오메가3와 혈액응고억제제인 아스피린이나 와파린을 함께 섭취하면 혈액이 지나치게 묽어질 수 있으므로 함께 먹지 않는 것이 좋습니다.
5528,5630,"나이에 맞는 영양제 포트폴리오4050활성산소를 제거하고 노화를 방지하는 비타민 C, 중성지방과 콜레스테롤 수치를 낮추고 혈전 형성을 억제하는 오메가3를 챙겨야 한다.",고객님께서는 40~50대에 맞는 영양제 포트폴리오를 선택하셔서 활성산소를 제거하고 노화를 방지하는 비타민 C와 중성지방과 콜레스테롤 수치를 낮추고 혈전 형성을 억제하는 오메가3를 섭취하시면 좋습니다.
5529,5631,"특히 40~50대 여성은 갱년기로 인한 골다공증 위험이 증가하기 때문에 이를 예방하는 칼슘, 마그네슘과 같은 미네랄 섭취가 중요하다.","중요한 건, 40~50대 여성은 갱년기로 인한 골다공증 위험이 증가한다는 것이며, 이를 예방하기 위해 칼슘, 마그네슘과 같은 미네랄을 섭취하는 것이 중요하다는 것입니다!"
5530,5632,6070혈관을 통해 혈액이 이동하는 혈행 개선과 콜레스테롤 수치를 낮추는 데 도움을 주는 오메가3 지방산은 꼭 필요한 영양제다.,오메가3 지방산은 혈액의 원활한 흐름 촉진과 콜레스테롤 수치 감소에 도움을 주는 필수 영양제입니다.
5531,5633,치매를 예방하고 인지 기능 향상에도 도움을 주는 것으로 알려져 있다.,이 제품은 치매 예방과 인지 기능 향상에 도움을 주는 것으로 알려져 있습니다.
5532,5634,"이 밖에 시력 저하와 백내장 예방을 위한 루테인, 강력한 항산화 물질인 셀레늄도 잊지 말고 챙겨야 한다.▶",백내장 예방과 시력 저하를 위해 루테인과 셀레늄도 잊지 말고 챙기세요.
5533,5635,골든라이프X 유익한 건강 체크 시작하기참여완료참여완료.,"""고객분들의 참여를 환영합니다! 골든라이프X에서 유익한 건강 체크를 시작하시면 됩니다."""
5534,5636,영양제 참 어려워요 ..ㅠ,영양제 선택이 쉽지 않네요.. ㅠ
5535,5637,어떤게 나에게 맞는 걸까요,어떤 서비스가 고객에게 맞는지 궁금하신가요?
5536,5638,영양제 고르는데 많은 참고가 되네요!,고객님들에게 많은 도움이 되는 영양제 선택 참고글입니다!
5537,5639,https://www.facebook,"""제공하신 링크를 이용하여 고객들의 편의를 도모하는 글입니다."""
5538,5640,예전에 먹었던퍽퍽하고 비린 콩고기가 아니다.,저희 제품은 과거에 경험하신 퍽퍽하고 비린 콩고기와는 다릅니다.
5539,5641,"익히면 색이 변하고 씹으면 육즙이 흘러말해주지 않으면 깜박 속아버리고 마는인조고기, 대체육이다.","""색 변화와 육즙 흐름을 특징으로 하는 인조고기인 대체육은 사용자에게 알려주는 기능도 갖추고 있습니다!"""
5540,5642,"고기 없이 고기 맛 내는 기특한 먹거리대체육은 색과 맛, 식감을 진짜 고기처럼 보이게 만든 인공 고기를 말한다.","대체육은 고기 없이도 진짜 고기와 같은 색, 맛, 식감을 내는 인공 고기입니다."
5541,5643,콩·버섯·호박 등 식물에서 단백질을 추출해 제조한 ‘식물성 대체육’과 실제 동물에게서 얻은 줄기세포를 키워 만든 ‘세포 배양육’ 등 육류를 대체할 식품이다.,"""식물성 대체육과 세포 배양육은 동물 대신 식물에서 추출한 단백질과 줄기세포로 만든 육류 대체 식품입니다."""
5542,5644,"건강을 위해 육식을 줄이고 채식 습관을 시작하거나 동물과 환경을 보호하려는 가치소비족, 더 건강한 식단을 찾는 일반인 등 그 수요가 늘어나면서 대체육 시장은 점점 더 커지고 있다.",대체육 시장은 소비자들의 건강 관심과 환경 보호에 대한 욕구 증가로 인해 점점 성장하고 있습니다.
5543,5645,"최근 코로나19로 인해 건강에 대한 관심이 증가하며 식품업계에서 가장 주목받고 있으며 인구 증가와 식량 부족, 환경문제를 해결할 대안으로 꼽히고 있다.▶","식품업계에서 코로나19로 인한 건강 관심 증가로 인구 증가와 식량 부족, 환경 문제 해결을 위한 대안으로 주목받고 있다."
5544,5646,"골든라이프X 연관 기사 보기알고 먹자, 대체육시장에서 비중이 큰 식물성 대체육은 실제 육류와 맛은 비슷하면서 포화지방·콜레스테롤·열량은 적고 철분·단백질·비타민 함량은 더 높다.","골든라이프X와 관련된 기사를 보면, 대체육시장에서 식물성 대체육은 맛은 육류와 비슷하면서도 포화지방, 콜레스테롤, 열량이 적고 철분, 단백질, 비타민 함량은 더 높다는 것을 알 수 있습니다."
5545,5647,기존 축산업으로 인해 발생하는 온실가스와 환경오염 문제를 대체육은 만들어내지 않는다.,"""대체육은 기존 축산업으로 인한 온실가스와 환경오염 문제를 해결하여 고객의 요구에 부응합니다."""
5546,5648,"또한 대체육은 생명 윤리 문제에서도 비교적 자유로우며, 식량 부족 이슈에도 도움이 된다.",대체육은 생명 윤리적인 문제와 식량 부족에도 도움이 되는 자유로운 선택입니다.
5547,5649,이런 대체육도 우려되는 점은 있다.,자칫하면 이러한 대체육도 문제가 발생할 수 있습니다.
5548,5650,"동물성 단백질에 포함된 필수아미노산이 부족하고, 고기와 흡사한 맛과 식감을 내기 위해 각종 첨가물이 들어간다.","동물성 단백질에 필수 아미노산이 부족하고, 맛과 식감을 향상시키기 위해 다양한 첨가물이 포함되었습니다."
5549,5651,"콩이나 글루텐 알레르기가 있다면 구매 전에 반드시 확인하고, 가공식품이기에 칼로리가 낮지 않으니 섭취량 조절도 필요하다.▶","반드시 콩이나 글루텐 알레르기 유무를 확인한 후에 구매해주세요. 또한, 가공식품은 칼로리가 높을 수 있으므로 섭취량을 조절하는 것이 필요합니다."
5550,5652,골든라이프X 연관 기사 보기어디서 맛볼 수 있나버거킹 ‘플랜트 와퍼’식물성 패티로 만든 ‘플랜트 와퍼’는 콜레스테롤과 인공 향료 및 보존제가 전혀 없는 식물성 패티로 만들었지만 와퍼 특유의 불맛은 그대로 구현해냈다,"버거킹에서 맛볼 수 있는 '플랜트 와퍼'는 콜레스테롤과 인공 향료, 보존제가 전혀 없는 식물성 패티로 만들어진데도 불맛은 완벽히 그대로 살려냈습니다."
5551,5653,.노브랜드 ‘치킨 없는 치킨너겟’미생물에서 추출한 단백질인 마이코프로틴은 실처럼 가느다란 형태로 닭 가슴살의 식감과 유사하다.,"노브랜드의 '치킨 없는 치킨너겟'은 마이코프로틴이라는 단백질로 만들어져 있어, 그 식감은 닭 가슴살과 거의 똑같다고 할 수 있어요."
5552,5654,햄버거 패티가 아닌 한국인의 소울 푸드인 닭고기 대체육으로 승부수를 던졌다.,"고객들을 생각한 메뉴 개발을 위해, 햄버거 패티를 닭고기 대체육으로 대체하여 한국인들의 소울 푸드를 경험해 볼 수 있습니다."
5553,5655,"써브웨이 ‘얼티밋 썹’2020년 출시한 ‘얼티밋 썹’은 프리미엄 대체육 토핑에 특제 K-바비큐 소스를 곁들여 달짝지근한 간장 맛과 알싸한 마늘의 향미, 은은한 불맛이 어우러져 감칠맛을 더했다.","2020년 출시된 써브웨이 '얼티밋 썹'은 고급 대체육 토핑에 특제 K-바비큐 소스를 더해 달짝지근한 간장 맛과 알싸한 마늘의 향미, 그리고 은은한 불맛이 결합되어 감칠맛을 새롭게 선사하였습니다."
5554,5656,"투썸플레이스 ‘비욘드 미트 더블 머쉬룸·커리 파니니’콩과 버섯, 호박 등에서 추출한 식물성 대체육과 커리 소스가 조화롭게 어우러져 풍미를 더하고 두 가지 버섯을 함께 활용해 씹는 맛을 살렸다.",투썸플레이스의 '비욘드 미트 더블 머쉬룸·커리 파니니'은 씹는 맛과 풍미를 동시에 즐길 수 있도록 콩과 버섯으로 만든 대체육과 커리 소스를 조화롭게 조합해 고객들에게 제공합니다.
5555,5657,롯데리아 ‘미라클 버거’·‘스위트 어스 어썸 버거’콩과 밀 단백질로 만든 패티는 물론 소스와 빵도 식물성 재료로 만든 ‘미라클 버거’는 숯불갈비양념 맛과 어니언의 풍미가 특징이다.,롯데리아의 '미라클 버거'와 '스위트 어스 어썸 버거'는 콩과 밀 단백질로 만든 패티뿐만 아니라 소스와 빵까지 식물성 재료로 만들어져 있어요. '미라클 버거'는 숯불갈비양념 맛과 어니언의 풍미가 돋보여 고객님들께 많은 사랑을 받고 있습니다.
5556,5658,노란 대두와 채소 과일 농축액으로 육즙과 색상까지 실제 고기처럼 재현한 ‘스위트 어스 어썸 버거’는 은은한 바비큐 풍미를 구현했다,"‘스위트 어스 어썸 버거’는 고기를 닮은 훌륭한 육즙과 생생한 색상을 담은, 고객님을 위한 완벽한 선택입니다."
5557,5659,걷기 좋은 날씨가 이어지고 있다.,날씨가 계속해서 걷기 좋은 상태입니다.
5558,5660,야외 활동에 제약이 많았던 시기를 보내며 집 주변과 동네 뒷산을 걷는 사람들이 부쩍 늘었다.,야외 이동이 제한된 시기에는 집 주변과 동네 뒷산을 걷는 사람들의 수가 증가하였습니다.
5559,5661,"걷는 것이 어렵고 부담스러운 5060세대라면 무릎도 덜 아프고 칼로리 소모는 높으면서 건강에 전반적인 도움이 되는 걷기의 신세계, 노르딕워킹을 추천한다.",만약 걷기가 어렵거나 부담스러운 5060세대 분들께서는 노르딕워킹이라는 걷기의 새로운 방식을 추천해드립니다. 이 방법은 무릎의 부담을 덜어주면서도 높은 칼로리 소모와 전반적인 건강에 도움을 주는 것으로 알려져 있습니다.
5560,5662,"걷기의 신세계, 노르딕워킹북유럽의 크로스컨트리 선수들이 여름 오프 시즌 훈련을 하며 컨디션을 유지하기 위해 고안된 노르딕워킹은 폴워킹, 스틱워킹 등으로 불리기도 한다.","노르딕워킹은 여름 오프 시즌 훈련을 위해 크로스컨트리 선수들이 사용하는 폴워킹 및 스틱워킹 기술로, 걷기에 새로운 세계를 선사합니다."
5561,5663,상체가 크로스컨트리 스키와 유사한 기술을 사용하는 동안 하체가 정상적으로 걷도록 유도하는 폴을 이용해 걷는다.,"폴을 사용하여, 상체는 크로스컨트리 스키와 비슷한 기술로 움직이면서 하체는 걷는 동작을 올바르게 할 수 있습니다."
5562,5664,"보통 걸을 때는 다리를 이용해 몸을 앞으로 이동하게 되는데, 노르딕워킹은 걸을 때에 폴을 활용해 상체의 힘으로 지면을 밀어냄으로써 근육을 골고루 강화한다.","노르딕워킹은 폴을 사용하여 상체 근육을 강화하고, 몸을 앞으로 밀어 지면을 움직이는 새로운 방법입니다."
5563,5665,"평범하게 걸을 때보다 다양한 근육을 사용하고, 전신을 움직이는 유산소운동의 일종으로 전반적인 건강 또한 향상시키는 데에 효과적이라 북유럽을 비롯해 미국 등 해외에서는 이미 빠르게 성장하고 있다.","워킹은 다양한 근육을 사용하고 전신을 움직이며, 건강 향상에도 효과적인 인기 있는 유산소 운동입니다. 해외에서도 빠르게 성장하고 있는데요."
5564,5666,걷는 데도 기술이 필요하다기본적인 걷기와 흡사하지만 제대로 알고 걸으면 노르딕워킹의 효과를 톡톡히 볼 수 있다.,기본적인 걷기와 유사하면서도 제대로 알면 노르딕워킹의 효과를 명확히 누릴 수 있는 기술이 필요하다.
5565,5667,"먼저 시선은 15m 내외를 주시하고, 호흡은 자연스럽게 하되 코로 들이마시고 입으로 내쉰다.","주시할 시선은 약 15m 정도로 하고, 호흡은 자연스럽게 하되, 코로 들이마신 후 입으로 내쉬는 것이 좋습니다."
5566,5668,"허리를 펴 척추는 곧게 세우는데, 배에 살짝 힘을 주어 배꼽을 등 쪽으로 당기면 자연스럽게 가슴이 펴지면서 허리를 세울 수 있게 된다.","배꼽을 등 쪽으로 당기며, 허리를 펴고 척추를 곧게 세우는 것으로, 자연스럽게 가슴이 펴질 수 있게 됩니다."
5567,5669,폴을 쥔 팔은 힘을 빼고 최대한 길게 뻗어 자연스럽게 걷는다.,고객과의 친밀성을 고려해 힘을 빼고 팔을 최대한 뻗어 자연스럽게 걷습니다.
5568,5670,가능한 앞으로 뻗을 때와 뒤로 뻗을 때의 각도를 45도 정도로 맞추어 스윙하도록 한다.,"스윙할 때, 가장 좋은 각도는 앞으로 뻗을 때와 뒤로 뻗을 때 모두 45도 정도로 맞추는 것이 좋습니다."
5569,5671,길게 뻗은 팔의 스윙은 추진력을 발생시켜 워킹을 수월하게 도와준다.,깔끔한 스윙으로 팔을 길게 펼친다면 워킹이 편안하게 되어요.
5570,5672,노르딕워킹의 필수품인 폴은 손목에 걸린 스트랩을 이용하여 손을 앞뒤로 쥐었다 펴면서 걷는다.,"노르딕워킹을 할 때, 폴은 손목에 걸린 스트랩을 사용하여 손을 앞뒤로 움켜잡고 걷습니다."
5571,5673,"폴을 잡은 손의 높이는 배꼽 높이로 유지한 후 스틱과 바닥은 60도 정도, 뒤쪽 다리와는 수평을 이루도록 신경 쓰며 걷는다.","손을 잡은 위치를 배꼽 높이로 유지한 채로, 스틱과 바닥이 약 60도의 각도로, 뒤쪽 다리와는 수평을 이루도록 염두에 두고 걷고 계십니다."
5572,5674,보폭은 일정하고 적절한 간격을 이루지만 지형에 따라 자유롭게 걸으면 된다.,보폭은 일정하면서도 지형에 맞게 편안하게 걷을 수 있습니다.
5573,5675,발은 뒤꿈치부터 닿은 후 발바닥을 거쳐 발가락 순으로 힘이 전달되도록 한다.,발이 뒤꿈치로부터 닿은 후 발바닥을 거쳐서 발가락까지 힘이 전달되도록 배려합니다.
5574,5676,빠르게 걷기보다는 정확한 발동작으로 보폭을 조금씩 넓혀가며 걷는 것도 중요하다.,중요한 것은 발동작을 정확히 하고 보폭을 점진적으로 넓혀가면서 걷는 것입니다.
5575,5677,"노르딕워킹의 효과는 폴로부터등산 시 스틱은 에너지를 아끼는 데 목적이 있다면, 노르딕워킹의 폴은 에너지를 방출하는 데 목적이 있다고 할 수 있다.",노르딕워킹을 할 때 사용하는 폴은 폴로부터등산 시 스틱에 비해 에너지를 방출하는 목적으로 사용됩니다.
5576,5678,양손에 쥔 폴로 체중이 분산되어 척추와 관절에 무리가 덜 가고 신체 균형도 제대로 잡을 수 있어 무릎관절이 약하거나 허리 디스크를 앓고 있는 사람도 어려움 없이 즐길 수 있다.,"폴로를 양손에 쥐면 척추와 관절에 부담이 덜 가고, 신체 균형도 잡을 수 있어 무릎관절이 약하거나 허리 디스크를 앓고 있는 분들도 쉽게 즐길 수 있습니다."
5577,5679,"또 어깨의 움직임이 커져 오십견 예방에도 좋고, 가슴이 활짝 펴져 거북목과 굽은 어깨 등의 자세 교정 효과도 있다.","이 운동은 오십견 예방과 자세 교정에 도움이 되며, 어깨 움직임이 넓어져 가슴도 힘차게 펴지게 됩니다."
5578,5680,걷는 내내 폴을 계속 사용하기에 상체 운동 효과는 덤이다.,걷는 동안 폴을 사용하면 상체 운동 효과 또한 얻을 수 있습니다.
5579,5681,"일반 걷기보다 신체 근육의 90% 이상을 쓰기 때문에 700kcal 이상의 다이어트 효과와 통증 완화, 체중의 분산 및 치매 예방 등 인체에 긍정적 효과를 준다.▶","걷기는 일반적인 운동보다 신체의 근육을 90% 이상 사용하여 700kcal 이상의 다이어트 효과를 가져오고, 통증을 완화하며 체중 분산과 치매 예방에도 도움이 되는 긍정적인 운동입니다."
5580,5682,골든라이프X 연관 기사 보기노르딕워킹 폴 선택의 기준등산이나 스키 스틱과 비슷한 모양이지만 노르딕워킹 폴은 조금 다르다.,노르딕워킹 폴은 등산이나 스키 스틱과 비슷한 모양이지만 조금 다른 것을 기억하세요.
5581,5683,노르딕워킹 폴은 일정량의 운동량이 나오도록 특별하게 설계된 도구다.,노르딕워킹 폴은 사용자들이 원하는 운동량을 얻을 수 있도록 특별하게 설계된 도구입니다.
5582,5684,걸을 때 손목과 손바닥의 활용을 높이기 위해 손잡이에 장갑처럼 생긴 트리거라는 가죽끈이 달려 있어 폴을 쥐었다 폈다 할 수 있다.,손잡이에는 가죽끈 트리거가 부착되어있어서 걷는 동안 손목과 손바닥의 움직임을 증진시킬 수 있어요.
5583,5685,폴의 바닥에는 지면에서 충격을 줄이고 지지력을 높이기 위해 도톰한 고무가 달려 있다.,폴의 바닥은 고무로 덮여져 있어 지면 충격을 완화하고 지지력을 향상시킵니다.
5584,5686,접이식도 있지만 땅의 충격을 흡수하는 데는 접이식보다는 일자형이 더 효과적이다.,"일자형 보다는 접이식보다 충격을 더 잘 흡수하는 다른 옵션도 있지만, 고객들이 땅의 충격 흡수에 접이식이 일자형보다 더 효과적이라고 생각할 것입니다."
5585,5687,"팔꿈치를 90도로 구부렸을 때, 폴이 땅에 딱 맞게 닿을 정도가 되면 적당한 길이다.","팔을 90도로 구부렸을 때, 폴이 땅에 딱 닿는 길이가 적당합니다."
5586,5688,"브랜드마다 가격 차이가 있으나 2단 폴의 경우 11만~12만 원, 3단 폴은 16만~26만 원 정도다.","2단 폴은 약 11만~12만 원, 3단 폴은 대략 16만~26만 원 정도입니다."
5587,5689,인터넷으로 구매한다면 본인에 맞는 길이를 미리 잰 후 구매하도록 하자.▶,인터넷으로 구매할 때는 본인에 맞는 길이를 미리 재서 구매하시는 것이 좋습니다.
5588,5690,골든라이프X 연관 기사 보기노르딕워킹굿!,"노르딕워킹굿! 보통의 한 문장으로 바꿔주는 고객친화적인 메시지입니다: ""골든라이프X 연관 기사를 확인해보세요!"
5589,5691,걷는거 좋아하는데 노르딕워킹 흥미롭네요걷는것만큼 좋은게 있을까요?,"노르딕워킹은 좋아하는 걷기 활동인데, 다른 좋은 걷기 활동이 있을까요?"
5590,5692,꼭 필요한 유익한 정보 입니다.,고객님에게 필요한 정보입니다.
5591,5693,팔팔한 관절일수록 말없이 조용하다.,관절이 많이 사용된다면 조용하게 움직인다.
5592,5694,"앉았다 일어설 때, 계단을 오르내릴 때마다무릎에서 ‘뚝뚝’ 소리가 나고통증이 느껴진다면골관절염을 의심해봐야 한다.","만약 앉았다 일어설 때나 계단을 오르내릴 때마다 무릎에서 뚝뚝 소리가 나고 통증을 느낀다면, 골관절염을 의심해볼 가치가 있습니다."
5593,5695,관절에서 왜 소리가 날까?,왜 관절에서 소리가 나는지 알고 싶으신가요?
5594,5696,결론적으로 관절에서 소리가 나는 것은 모든 연령대에서 흔히 발생하는 지극히 정상적인 현상이다.,결론적으로 관절에서 소리가 나는 것은 모든 연령대에서 일반적인 현상입니다.
5595,5697,일시적인 증상인 경우가 대부분으로 크게 걱정하지 않아도 된다. ‘뚝’,대부분 일시적인 증상이므로 크게 걱정하실 필요는 없습니다. '뚝'
5596,5698,하고 나는 소리의 진원지는 관절열극이다.,"고객님, 소리의 원인은 관절 연마를 의미합니다."
5597,5699,"이곳에는 관절의 윤활제 역할을 하는 활액이 채워져 있는데, 순간적으로 기포가 빠져나가면서 소리가 나는 것으로 추정된다.","관절 내에는 윤활제 역할을 하는 활액이 있으며, 기포가 빠져나가면서 소리가 나는 것 같습니다."
5598,5700,한번 소리가 나면 관절액에 다시 공기가 찰 때까지 5~10분간은 소리가 나지 않는 것이 정상.,"소리가 한 번 나면, 관절액에 다시 공기가 찰 때까지는 5~10분 동안은 소리가 나지 않는 것이 정상입니다."
5599,5701,"그러나 나이가 들어 활액이 일정 수준 이하로 줄어들면, 관절을 구부리거나 펼 때마다 소리가 자주 나게 된다.","어떤 사람이 나이를 먹을 때, 관절을 구부리거나 펼 때마다 자주 소리가 날 수 있습니다."
5600,5702,매번 같은 관절에서 똑같은 소리가 반복될 때는 관절이 보내는 이상 신호로 간주해야 한다.,"만약 동일한 관절에서 반복되는 소리가 있다면, 그것은 관절에서 이상한 신호가 발생하고 있다는 것을 의미합니다."
5601,5703,"무릎과 어깨, 고관절을 움직일 때마다 소리가 나고, 더불어 통증을 동반한다면 병원을 찾아야 한다.","만약 무릎, 어깨, 고관절을 움직일 때마다 소리와 함께 통증이 있을 경우, 꼭 병원을 찾아야 합니다."
5602,5704,연골이나 힘줄에 구조적인 문제가 생겼을 가능성이 크다.,연골이나 힘줄에 이상이 있을 수 있습니다.
5603,5705,가장 먼저 의심되는 질환은 골관절염이다.,가장 먼저 생각나는 질환은 골관절염입니다.
5604,5706,흔히 퇴행성관절염으로 불리지만 정확한 표현은 골관절염이다.,일반적으로는 퇴행성 관절염이라고 불리지만 정확한 용어는 골관절염입니다.
5605,5707,퇴행성관절염이 반드시 나이가 들면서 발생하는 질환은 아니기 때문이다.,"퇴행성 관절염은 나이가 들면서 발생할 수 있는 질환이지만, 반드시 그렇지만은 않습니다."
5606,5708,"연골이 손상돼 발생하는 골관절염은 노화 이외에도 비만, 심한 운동으로 인한 관절의 염증이나 외상, 유전적 요인 등 다양한 원인에 의해 발병한다.","골관절염은 노화 이외에도 비만, 심한 운동, 관절 염증 및 외상, 유전적 요인 등 다양한 원인으로 발생할 수 있습니다."
5607,5709,통증이 없더라도 덜컥대는 느낌이 자주 든다면 주의 깊은 관찰이 필요하다.,"자주 덜컥대는 느낌이 있을 때, 통증 여부와 상관없이 주의 깊은 관찰이 필요합니다."
5608,5710,"주로 어깨나 고관절처럼, 회전 운동을 하는 관절에서 주로 나타난다.",회전 운동을 하는 관절인 어깨나 고관절에서 주로 발생하는 통증입니다.
5609,5711,관절을 돌릴 때 특정 위치에서 뭔가 걸린 듯 덜컥거리는 느낌과 소리가 난다면 관절을 지탱하는 근육량이 줄어들었다는 신호다.,"만약 관절을 돌릴 때 특정 위치에서 뭔가 걸린 듯 덜컥거리는 느낌과 소리가 난다면, 근육량이 줄어들었다는 신호입니다."
5610,5712,무릎에서 무슨 소리 안 나요?,무릎에서 소리가 들리지 않나요?
5611,5713,관절에서 나는 증상을 대수롭지 않게 넘겼다가는 점차 계단을 오르내리기가 불편해지고 관절이 붓고 아파 밤잠을 이루지 못할 만큼 통증이 심해질 수 있다.,"만약 관절에서 나타나는 증상을 대충 넘기면, 계단 오르내리기가 힘들어지고 관절이 붓고 아프며 밤에는 통증으로 잠을 못 자게 될 수도 있습니다."
5612,5714,"지금, 내 무릎에서 아래와 같은 소리가 난다면 병원부터 방문해보길 권한다.【 ‘뚝뚝’ 소리가 날 때 】","만약 현재 당신의 무릎에서 '뚝뚝' 소리가 난다면, 병원을 찾아볼 것을 권장합니다."
5613,5715,퇴행성관절염의 신호일 수 있다.,퇴행성 관절염이 있을 수 있는 신호가 있을 수도 있어요.
5614,5716,뼈와 뼈 사이에서 완충 작용을 하는 부드러운 연골이 손상돼 조금만 걸어도 무릎이 시큰거리고 뼈가 마주치면서 소리가 난다.,뼈 사이의 부드러운 연골이 손상되어 걸을 때 조금만 시큰거리고 소리가 날 수 있습니다.
5615,5717,"어쩐지 다리가 무겁게 느껴지고, 무릎 뒤쪽이 당기는 증상이 동반된다면 퇴행성관절염을 의심할 수 있다.【 ‘사각사각’ 하는 소리 】","만약 다리가 무겁게 느껴지고, 무릎 뒤쪽이 당기는 증상이 함께 있다면 퇴행성관절염을 의심할 수 있을 것입니다. 또한, 사각사각하는 소리도 들릴 수 있습니다."
